Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
UA,11/21/2019,1643,N817UA,ORD,20:55,20:44,115,103,-11,20:38,6,0,0,0,0,0
UA,11/21/2021,2000,N846UA,ORD,20:51,20:26,111,94,-25,20:21,5,0,0,0,0,0
UA,11/21/2022,604,N877UA,DEN,14:57,14:44,194,189,-13,14:39,5,0,0,0,0,0
UA,11/21/2022,1998,N822UA,ORD,21:07,20:47,114,101,-20,20:42,5,0,0,0,0,0
UA,11/22/2019,547,N820UA,ORD,14:58,15:27,108,125,29,15:22,5,0,0,29,0,0
UA,11/22/2019,1643,N895UA,ORD,20:55,20:57,115,120,2,20:52,5,0,0,0,0,0
UA,11/22/2021,2000,N419UA,ORD,20:51,23:25,111,95,154,23:19,6,10,0,0,0,144
UA,11/22/2022,604,N841UA,DEN,14:57,14:58,194,189,1,14:54,4,0,0,0,0,0
UA,11/22/2022,1998,N833UA,ORD,21:07,20:50,114,103,-17,20:46,4,0,0,0,0,0
UA,11/23/2021,2000,N810UA,ORD,20:51,20:48,111,111,-3,20:42,6,0,0,0,0,0
UA,11/23/2022,604,N836UA,DEN,14:57,15:02,194,196,5,14:56,6,0,0,0,0,0
UA,11/23/2022,1998,N830UA,ORD,21:07,20:51,114,105,-16,20:47,4,0,0,0,0,0
UA,11/24/2019,1643,N410UA,ORD,20:55,23:06,115,100,131,23:00,6,131,0,0,0,0
UA,11/24/2019,2103,N410UA,ORD,14:58,14:48,108,99,-10,14:43,5,0,0,0,0,0
UA,11/24/2021,2000,N810UA,ORD,20:51,20:40,111,104,-11,20:35,5,0,0,0,0,0
UA,11/24/2022,451,N890UA,ORD,13:34,13:06,109,90,-28,13:02,4,0,0,0,0,0
UA,11/25/2019,1643,N855UA,ORD,20:55,20:53,115,102,-2,20:49,4,0,0,0,0,0
UA,11/25/2019,2103,N850UA,ORD,15:03,15:06,108,99,3,15:01,5,0,0,0,0,0
UA,11/25/2021,479,N54711,ORD,17:49,17:39,109,100,-10,17:33,6,0,0,0,0,0
UA,11/25/2022,604,N848UA,DEN,14:57,15:01,194,200,4,14:55,6,0,0,0,0,0
UA,11/25/2022,1998,N489UA,ORD,21:07,20:59,114,115,-8,20:54,5,0,0,0,0,0
UA,11/26/2019,1643,N804UA,ORD,23:55,23:49,110,106,-6,23:45,4,0,0,0,0,0
UA,11/26/2019,2103,N824UA,ORD,14:58,14:44,108,97,-14,14:39,5,0,0,0,0,0
UA,11/26/2021,2000,N897UA,ORD,20:51,20:54,111,119,3,20:49,5,0,0,0,0,0
UA,11/26/2022,604,N848UA,DEN,14:57,14:44,194,188,-13,14:40,4,0,0,0,0,0
UA,11/26/2022,1998,N492UA,ORD,22:39,22:19,112,101,-20,22:14,5,0,0,0,0,0
UA,11/27/2019,1643,N418UA,ORD,23:55,23:45,110,101,-10,23:39,6,0,0,0,0,0
UA,11/27/2019,2103,N490UA,ORD,14:58,15:16,108,96,18,15:10,6,18,0,0,0,0
UA,11/27/2021,2000,N853UA,ORD,20:51,20:35,111,103,-16,20:30,5,0,0,0,0,0
UA,11/27/2021,2044,N13750,EWR,23:17,23:09,77,72,-8,23:03,6,0,0,0,0,0
UA,11/27/2022,604,N881UA,DEN,14:57,14:58,194,191,1,14:54,4,0,0,0,0,0
UA,11/27/2022,1998,N802UA,ORD,20:54,20:42,114,105,-12,20:35,7,0,0,0,0,0
UA,11/28/2021,2000,N877UA,ORD,20:51,20:38,111,103,-13,20:32,6,0,0,0,0,0
UA,11/28/2021,2634,N853UA,ORD,2:49,2:34,104,93,-15,2:29,5,0,0,0,0,0
UA,11/28/2022,411,N489UA,ORD,2:58,2:43,105,98,-15,2:37,6,0,0,0,0,0
UA,11/28/2022,604,N881UA,DEN,14:57,14:52,194,188,-5,14:48,4,0,0,0,0,0
UA,11/28/2022,1998,N892UA,ORD,21:07,20:56,114,112,-11,20:51,5,0,0,0,0,0
UA,11/29/2021,2000,N816UA,ORD,20:51,20:36,111,102,-15,20:32,4,0,0,0,0,0
UA,11/29/2021,2634,N877UA,ORD,2:49,2:45,104,95,-4,2:41,4,0,0,0,0,0
UA,11/29/2022,604,N845UA,DEN,14:57,15:10,194,207,13,15:04,6,0,0,0,0,0
UA,11/29/2022,1998,N830UA,ORD,21:10,20:49,114,94,-21,20:45,4,0,0,0,0,0
UA,11/30/2019,1532,N465UA,EWR,22:41,23:47,71,110,66,23:12,35,27,0,39,0,0
UA,11/30/2019,2027,N69839,ORD,21:17,22:44,115,135,87,22:39,5,6,0,20,0,61
