Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
UA,12/9/2021,2000,N824UA,ORD,20:51,20:44,111,107,-7,20:39,5,0,0,0,0,0
UA,12/9/2022,604,N823UA,DEN,14:57,14:53,194,191,-4,14:47,6,0,0,0,0,0
UA,12/9/2022,1998,N840UA,ORD,21:04,20:51,114,98,-13,20:47,4,0,0,0,0,0
UA,12/10/2019,1643,N824UA,ORD,21:05,20:48,115,103,-17,20:42,6,0,0,0,0,0
UA,12/10/2021,1995,N37413,EWR,23:13,23:06,73,64,-7,23:01,5,0,0,0,0,0
UA,12/10/2021,2000,N824UA,ORD,20:51,20:33,111,95,-18,20:28,5,0,0,0,0,0
UA,12/10/2022,358,N850UA,EWR,23:17,0:39,78,57,82,0:35,4,82,0,0,0,0
UA,12/10/2022,604,N830UA,DEN,14:57,14:38,194,185,-19,14:26,12,0,0,0,0,0
UA,12/10/2022,1998,N425UA,ORD,22:39,22:25,112,106,-14,22:20,5,0,0,0,0,0
UA,12/11/2019,1643,N813UA,ORD,21:05,20:51,115,107,-14,20:46,5,0,0,0,0,0
UA,12/11/2021,2000,N878UA,ORD,20:51,20:34,111,98,-17,20:29,5,0,0,0,0,0
UA,12/11/2022,308,N816UA,EWR,23:16,2:18,77,72,182,2:14,4,10,0,0,0,172
UA,12/11/2022,604,N890UA,DEN,14:57,14:45,194,183,-12,14:41,4,0,0,0,0,0
UA,12/11/2022,1998,N894UA,ORD,21:04,20:46,114,104,-18,20:40,6,0,0,0,0,0
UA,12/12/2019,1643,N812UA,ORD,21:05,20:29,115,94,-36,20:26,3,0,0,0,0,0
UA,12/12/2021,2000,N895UA,ORD,20:51,20:28,111,93,-23,20:23,5,0,0,0,0,0
UA,12/12/2022,308,N832UA,EWR,23:16,23:38,77,57,22,23:34,4,22,0,0,0,0
UA,12/12/2022,604,N890UA,DEN,14:57,14:49,194,190,-8,14:43,6,0,0,0,0,0
UA,12/12/2022,1998,N422UA,ORD,21:04,20:58,114,114,-6,20:52,6,0,0,0,0,0
UA,12/13/2019,1643,N842UA,ORD,21:05,20:41,115,96,-24,20:38,3,0,0,0,0,0
UA,12/13/2021,2000,N894UA,ORD,20:51,20:45,111,110,-6,20:40,5,0,0,0,0,0
UA,12/13/2022,604,N835UA,DEN,14:57,16:00,194,242,63,15:55,5,15,0,48,0,0
UA,12/13/2022,1998,N460UA,ORD,21:04,20:58,114,115,-6,20:53,5,0,0,0,0,0
UA,12/14/2019,524,N836UA,ORD,21:05,21:14,115,130,9,21:08,6,0,0,0,0,0
UA,12/14/2021,2000,N845UA,ORD,20:51,20:57,111,119,6,20:50,7,0,0,0,0,0
UA,12/14/2022,308,N498UA,EWR,23:16,23:12,77,70,-4,23:08,4,0,0,0,0,0
UA,12/14/2022,604,N835UA,DEN,14:57,15:00,194,195,3,14:51,9,0,0,0,0,0
UA,12/14/2022,1998,N805UA,ORD,21:04,20:55,114,98,-9,20:51,4,0,0,0,0,0
UA,12/15/2019,1643,N834UA,ORD,21:05,20:45,115,100,-20,20:39,6,0,0,0,0,0
UA,12/15/2021,2000,N876UA,ORD,20:51,3:08,111,88,377,3:03,5,109,0,0,0,268
UA,12/15/2022,604,N433UA,DEN,14:58,14:58,193,198,0,14:51,7,0,0,0,0,0
UA,12/15/2022,1998,N826UA,ORD,21:07,0:01,113,143,174,23:43,18,0,0,30,0,144
UA,12/15/2022,2488,N27261,EWR,23:14,23:34,75,79,20,23:28,6,16,0,4,0,0
UA,12/16/2019,1643,N808UA,ORD,21:05,21:05,115,103,0,21:01,4,0,0,0,0,0
UA,12/16/2021,2416,N818UA,IAD,23:10,23:09,70,61,-1,23:04,5,0,0,0,0,0
UA,12/16/2022,604,N820UA,DEN,14:58,15:38,193,188,40,15:34,4,0,0,0,0,40
UA,12/16/2022,1998,N878UA,ORD,21:07,22:05,113,130,58,21:51,14,25,0,17,0,16
UA,12/17/2019,1643,N855UA,ORD,21:05,20:59,115,111,-6,20:51,8,0,0,0,0,0
UA,12/17/2021,2416,N419UA,IAD,23:10,23:25,70,71,15,23:20,5,14,0,1,0,0
UA,12/17/2022,604,N442UA,DEN,14:58,15:33,193,194,35,15:27,6,34,0,1,0,0
UA,12/17/2022,2645,N17752,ORD,23:57,23:49,107,103,-8,23:44,5,0,0,0,0,0
UA,12/18/2019,1643,N832UA,ORD,21:25,21:23,115,109,-2,21:17,6,0,0,0,0,0
UA,12/18/2021,437,N24702,EWR,20:38,20:38,74,64,0,20:34,4,0,0,0,0,0
UA,12/18/2021,2416,N408UA,IAD,23:10,1:37,70,74,147,1:31,6,0,143,4,0,0
UA,12/18/2022,604,N836UA,DEN,15:01,15:22,193,198,21,15:17,5,1,0,5,0,15
UA,12/18/2022,2488,N470UA,EWR,23:14,0:04,75,74,50,23:56,8,27,0,0,0,23
UA,12/18/2022,2645,N23707,ORD,23:57,23:37,107,93,-20,23:32,5,0,0,0,0,0
UA,12/19/2021,2416,N445UA,IAD,23:10,23:35,70,70,25,23:28,7,25,0,0,0,0
UA,12/19/2022,604,N845UA,DEN,15:01,16:05,193,192,64,16:01,4,64,0,0,0,0
UA,12/19/2022,1998,N849UA,ORD,21:07,20:56,113,105,-11,20:44,12,0,0,0,0,0
UA,12/19/2022,2488,N39297,EWR,23:14,23:04,75,66,-10,22:58,6,0,0,0,0,0
UA,12/20/2021,2416,N490UA,IAD,23:10,23:51,70,82,41,23:40,11,29,0,12,0,0
UA,12/20/2022,604,N894UA,DEN,14:58,15:02,193,189,4,14:57,5,0,0,0,0,0
UA,12/20/2022,1998,N808UA,ORD,21:07,21:16,113,119,9,21:06,10,0,0,0,0,0
UA,12/20/2022,2488,N78524,EWR,23:14,23:42,75,65,28,23:38,4,20,0,0,0,8
UA,12/21/2021,2416,N847UA,IAD,23:10,23:17,70,65,7,23:10,7,0,0,0,0,0
UA,12/21/2022,604,N848UA,DEN,14:58,15:16,193,207,18,15:12,4,0,0,18,0,0
UA,12/21/2022,1998,N471UA,ORD,21:07,20:40,113,90,-27,20:34,6,0,0,0,0,0
UA,12/21/2022,2488,N27266,EWR,23:14,23:29,75,63,15,23:24,5,3,0,0,0,12
UA,12/22/2021,2416,N897UA,IAD,23:10,23:45,70,87,35,23:34,11,18,0,17,0,0
UA,12/22/2022,604,N814UA,DEN,14:58,16:12,193,196,74,16:07,5,69,0,3,0,2
UA,12/22/2022,1998,N816UA,ORD,21:07,21:37,113,104,30,21:32,5,0,30,0,0,0
UA,12/22/2022,2488,N479UA,EWR,23:14,0:19,75,84,65,0:14,5,56,0,9,0,0
UA,12/23/2021,2416,N823UA,IAD,23:10,23:19,70,65,9,23:13,6,0,0,0,0,0
UA,12/23/2022,604,N854UA,DEN,14:58,15:12,193,201,14,15:06,6,0,0,0,0,0
UA,12/23/2022,1998,N808UA,ORD,21:07,13:33,113,114,986,13:29,4,0,985,1,0,0
UA,12/23/2022,2488,,EWR,23:14,0:00,75,0,0,0:00,0,0,0,0,0,0
UA,12/24/2021,467,N825UA,IAD,18:38,18:21,78,62,-17,18:17,4,0,0,0,0,0
UA,12/24/2022,604,N875UA,DEN,14:58,15:17,193,197,19,15:10,7,15,0,4,0,0
UA,12/24/2022,1998,N12754,ORD,21:08,22:04,113,136,56,21:26,38,0,11,23,0,22
UA,12/24/2022,2488,N66897,EWR,23:26,5:46,75,71,380,5:41,5,91,0,0,0,289
UA,12/25/2021,437,N23721,EWR,20:38,20:28,74,67,-10,20:24,4,0,0,0,0,0
UA,12/25/2021,2416,N465UA,IAD,23:10,23:20,70,62,10,23:16,4,0,0,0,0,0
UA,12/25/2022,604,N828UA,DEN,14:58,15:30,193,191,32,15:25,5,32,0,0,0,0
UA,12/25/2022,2488,,EWR,23:14,0:00,75,0,0,0:00,0,0,0,0,0,0
UA,12/25/2022,2645,N16701,ORD,23:57,0:07,107,101,10,0:01,6,0,0,0,0,0
UA,12/26/2021,2416,,IAD,23:10,0:00,70,0,0,0:00,0,0,0,0,0,0
UA,12/26/2022,604,N495UA,DEN,15:01,15:05,193,208,4,14:59,6,0,0,0,0,0
UA,12/26/2022,1968,,IAD,23:12,0:00,72,0,0,0:00,0,0,0,0,0,0
UA,12/26/2022,1998,N875UA,ORD,21:07,21:48,113,105,41,21:42,6,41,0,0,0,0
UA,12/27/2021,2416,N463UA,IAD,23:10,0:20,70,60,70,0:13,7,32,0,0,0,38
UA,12/27/2022,604,N812UA,DEN,14:58,15:53,193,223,55,15:48,5,25,0,30,0,0
UA,12/27/2022,1998,N401UA,ORD,21:07,20:56,113,98,-11,20:50,6,0,0,0,0,0
UA,12/27/2022,2488,N27724,EWR,23:14,0:12,75,59,58,0:06,6,48,0,0,0,10
UA,12/28/2021,2416,N812UA,IAD,23:10,22:49,70,60,-21,22:44,5,0,0,0,0,0
UA,12/28/2022,604,N4888U,DEN,14:58,14:50,193,189,-8,14:45,5,0,0,0,0,0
UA,12/28/2022,1998,N825UA,ORD,21:07,21:36,113,101,29,21:31,5,5,0,0,0,24
UA,12/28/2022,2488,N47282,EWR,23:14,23:19,75,67,5,23:12,7,0,0,0,0,0
UA,12/29/2021,2416,N848UA,IAD,23:10,23:16,70,63,6,23:11,5,0,0,0,0,0
UA,12/29/2022,604,N898UA,DEN,14:58,16:14,193,197,76,16:09,5,72,0,4,0,0
UA,12/29/2022,1998,N894UA,ORD,21:07,21:28,113,117,21,21:22,6,17,0,4,0,0
UA,12/29/2022,2488,N415UA,EWR,23:14,22:51,75,55,-23,22:45,6,0,0,0,0,0
UA,12/30/2021,2416,N848UA,IAD,23:10,23:19,70,62,9,23:14,5,0,0,0,0,0
UA,12/30/2022,604,N854UA,DEN,14:58,15:15,193,201,17,15:10,5,9,0,8,0,0
UA,12/30/2022,1998,N872UA,ORD,21:07,20:56,113,105,-11,20:51,5,0,0,0,0,0
UA,12/30/2022,2488,N27251,EWR,23:14,23:07,75,50,-7,23:03,4,0,0,0,0,0
UA,12/31/2019,1460,N838UA,EWR,18:15,18:14,75,60,-1,18:08,6,0,0,0,0,0
UA,12/31/2021,467,N872UA,IAD,18:38,18:32,78,68,-6,18:27,5,0,0,0,0,0
UA,12/31/2022,604,N801UA,DEN,14:58,14:46,193,178,-12,14:39,7,0,0,0,0,0
UA,12/31/2022,1998,N23707,ORD,21:08,20:44,113,98,-24,20:40,4,0,0,0,0,0
UA,12/31/2022,2488,N37427,EWR,23:14,0:46,75,73,92,0:40,6,92,0,0,0,0
